loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url
"Navy Gateway Inns and Suites, Joint Base Anacostia-Bolling, 3621 Luke Ave SW, Washington, DC 20032","https://www.google.com/maps/place/Navy+Gateway+Inns+and+Suites/@38.8364791,-77.0165776,17z/data=!3m1!4b1!4m8!3m7!1s0x89b7b0aeb175fdff:0xae4d221bef37c076!5m2!4m1!1i2!8m2!3d38.836492!4d-77.0166386",38.836492,-77.0166386,Navy Gateway Inns and Suites,"Joint Base Anacostia-Bolling, 3621 Luke Ave SW, Washington, DC 20032 ","RXPM+H9 Washington, District of Columbia",,151,3.8,,,ngis.dodlodging.net,,(202) 664-8587,https://lh5.googleusercontent.com/p/AF1QipM0ZOL0MJI6rVz18jaWf9TdOSjlyGJ8O9xb7_wk=w408-h306-k-no
