loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url
"Theater Alliance, 2020 Shannon Pl SE, Washington, DC 20020","https://www.google.com/maps/place/Theater+Alliance/@38.8666669,-76.9898551,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b9c7194dab53:0x711167f2cb0d4827!8m2!3d38.8665291!4d-76.9899647",38.8665291,-76.9899647,Theater Alliance,"2020 Shannon Pl SE, Washington, DC 20020 ","V286+M3 Washington, District of Columbia",Performing arts theater,11,5.0,Temporarily closed,,theateralliance.com,,(202) 241-2539,https://lh5.googleusercontent.com/p/AF1QipMCNb5IAZ6wtRTnMNdfWWeEBdA299SuYDXuCol7=w408-h612-k-no
