loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url,Service options,Atmosphere
"Z Mart And Food, 2323 Martin Luther King Jr Ave SE, Washington, DC 20020","https://www.google.com/maps/place/Z+Mart+And+Food/@38.8631974,-76.9920494,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b9c17160ccf1:0xe21ea186a30b2497!8m2!3d38.8631674!4d-76.9920227",38.8631674,-76.9920227,Z Mart And Food,"2323 Martin Luther King Jr Ave SE, Washington, DC 20020 ","V275+75 Washington, District of Columbia",Restaurant,1,3.0,,,,"Tuesday, 11AM to 12AM; Wednesday, 11AM to 12AM; Thursday, 11AM to 12AM; Friday, 11AM to 2:30AM; Saturday, 11AM to 2:30AM; Sunday, 1PM to 12AM; Monday, 11AM to 12AM.",,https://lh5.googleusercontent.com/p/AF1QipMKT3jeAegi7ZlXscgMlcUWvr7ejkQS6reXdW9u=w408-h306-k-no,"['Offers takeout', 'No delivery']",['Casual']
