loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url,Service options,Offerings,Amenities
"Uniontown Bar & Grill, 2200 Martin Luther King Jr Ave SE, Washington, DC 20020","https://www.google.com/maps/place/Uniontown+Bar+%26+Grill/@38.864746,-76.989589,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b9c0d1fbbc87:0x6f026ee76a6327d6!8m2!3d38.8647682!4d-76.9896905",38.8647682,-76.9896905,Uniontown Bar & Grill,"2200 Martin Luther King Jr Ave SE, Washington, DC 20020 ","V276+V5 Washington, District of Columbia",,,4.0,Permanently closed,,uniontowndc.com,"Tuesday, 11AM to 12AM; Wednesday, 11AM to 12AM; Thursday, 11AM to 12AM; Friday, 11AM to 2:30AM; Saturday, 11AM to 2:30AM; Sunday, 1PM to 12AM; Monday, 11AM to 12AM.",(202) 450-2536,https://lh5.googleusercontent.com/p/AF1QipO6tcBxn8kSMrc_NMO-fO6pKIntZZnHOiYoIi8g=w408-h306-k-no,['No delivery'],['Serves alcohol'],['Has restroom']
