loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url
"Journey Anacostia, 1201 Good Hope Rd SE, Washington, DC 20020","https://www.google.com/maps/place/Journey+Anacostia/@38.86717,-76.988574,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b9c7739b2071:0x2b45fa53f9f459ed!8m2!3d38.86717!4d-76.988574",38.86717,-76.988574,Journey Anacostia,"1201 Good Hope Rd SE, Washington, DC 20020 ","V286+VH Washington, District of Columbia",Art museum,2,3.5,,,,"Tuesday, 7AM to 2PM; Wednesday, 7AM to 2PM; Thursday, 7AM to 2PM; Friday, 7AM to 2PM; Saturday, 8AM to 1PM; Sunday, Closed; Monday, 7AM to 2PM.",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fK7CcUqT16wRoGehofkeKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.73767&pitch=0&thumbfov=100
