loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url
"Theatre Threads, 3940 2nd St SW, Washington, DC 20032","https://www.google.com/maps/place/Theatre+Threads/@38.8333803,-77.0107342,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b0a826381cb7:0x2c663ce0dd865e55!8m2!3d38.833376!4d-77.0107255",38.833376,-77.0107255,Theatre Threads,"3940 2nd St SW, Washington, DC 20032 ","RXMQ+9P Washington, District of Columbia",Performing arts theater,3,4.3,Temporarily closed,,,,(202) 563-5304,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=35q7A_lZnXQvReKR5f7JOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.55618&pitch=0&thumbfov=100
