loc searched,loc_url,lat,lon,name_only,address_only,pulse_address,loc_type,num_reviews,avg_review,temp_perm_closed,price_level,website,hours,phone_number,img_url,Service options,Popular for,Accessibility,Offerings,Atmosphere
"Merry's Kitchen, 2929 Martin Luther King Jr Ave SE, Washington, DC 20032","https://www.google.com/maps/place/Merry's+Kitchen/@38.8453048,-76.9974674,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b9f73597c72b:0x11a6cc8f41e80c80!8m2!3d38.8453079!4d-76.9974693",38.8453079,-76.9974693,Merry's Kitchen,"2929 Martin Luther King Jr Ave SE, Washington, DC 20032 ","R2W3+42 Washington, District of Columbia",Chinese restaurant,128,3.3,,Moderate,,"Tuesday, 11:30AM to 12AM; Wednesday, 11:30AM to 12AM; Thursday, 11:30AM to 12AM; Friday, 11:30AM to 12AM; Saturday, 11:30AM to 12AM; Sunday, 11:30AM to 12AM; Monday, 11:30AM to 12AM.",(202) 562-7180,https://lh5.googleusercontent.com/p/AF1QipND-Hc659-rVMyMBR_UVsQASu05u8EodLQUHO-j=w408-h544-k-no,"['Offers delivery', 'Offers takeout', 'No dine-in']","['Popular for lunch', 'Popular for dinner']",['Has wheelchair accessible entrance'],"['Serves comfort food', 'Serves late-night food', 'Quick bite']",['Casual']
